en	hi	pos
scramble	चढ़ना{हाथ पैर के बल से}; संघर्ष करना	V
scrap	टुकड़ा	N
scrapbook	कतरन रजिस्टर; संग्राह पुस्तिका	N
scrape	छीलना; रगड़ना; खरोंच खाना; घिसना; खोदना	V
scratch	खुरचना; घसीटना; खुज़लाना; वापस लेना	V
scrawll	घसीटना	V
scream	चीख	N
scream	चीखना	V
scree	शैल-मलवा	N
screech	चीत्कार करना; कर्कशध्वनि करना	V
screed	राम-कहानी; परत	N
screen	परदा; आड़; चित्रपट	N
screen	आड़ देना; छिपाना; जाँचना; प्रदर्शित करना	V
screen play	फिल्म नाटक	N
screen writer	पटकथालेखक	N
screw	पेंच; फेर	N
screwy	बकवास	Adj
screw ball	सनकी; झक्की	N
screwed up	मुरझाना; मसोसना	Adj
screw topped	पेंचदार ढक्कन	Adj
screw driver	पेंचकस	N
scribble	घसीटना	V
scribe	लिपिक	N
scrimmage	हाथापायी	N
scrimp	मितव्ययी होना	V
scrip	पावती पत्र	N
script	लिखावट; हस्तलिपि; शैली	N
scripture	धर्मग्रन्थ	N
script writer	कथा लेखक	N
scroll	चीरक	N
scrooge	कंजूस	N
scrotum	अण्डकोशकीथैली{पशुओमें}	N
scrounge	उड़ालेना	V
scrub	मार्जन करना	V
scrub	झाड़ी	N
scruff	गरदन	N
scruffy	गंदा	Adj
scrum	झुंड	N
scrumptious	स्वादिष्ट	Adj
scrunch	चीखना	V
scruple	नैतिक संकोच	N
scruple	झिझखना	V
scrupulous	कर्तव्य निष्ठ	Adj
scrutineer	मतपत्र-निरीक्षक	N
scrutinize	जाँचना	V
scrutiny	सूक्ष्म परीक्षण	N
scuba diving	?	N
scud	तेज़ी से दौड़ना; उड़ना; ब्ह्जाना	V
scuff	पैर घसीटकर चलना	V
scuffle	हाथा पाई	N
scull	छोटा चप्पू	N
scullery	बर्तन माँजने की जगह	N
sculpt	मूर्ति बनाना	V
sculptor	मूर्तिकार	N
sculputure	मूर्तिकला	N
sculpture	मूर्ति बनाना	V
sculptural	मूर्तिकला से संबंधित	Adj
scum	मैल; हेय व्यक्ति	N
scummy	झागदार	Adj
scupper	असफल करना	V
scurrilous	बदज़बान; अश्लील	Adj
scurrilously	फ़ूहड़पन से	Adv
scurry	दौड़ जाना	V
scurvy	मसूड़ोसेरक्तबहनेकीबीमारी	N
scuttle	भाग जाना; छेद बनाना	V
scuttle	झाबा	N
scythe	घास काटने की ह्zअसिया; दराँती	N
scythe	काटना	V
sea	समुद्र	N
sea air	समुद्री वायु	N
sea anemone	समुद्रफ़ूल	N
sea bed	समुद्र तट	N
sea bird	समुद्री पक्षी	N
sea breeze	सागरीय समीर	N
seachange	आमूल परिवर्तन	N
sea dog	अनुभवी नाविक	N
sea front	तटीय नगरभाग	N
sea green	हल्का नीला रंग	Adj
sea horse	दरियाई घोड़ा	N
sea legs	?	N
sea level	समुद्र तल	N
sea lion	जल सिंह	N
sea lord	नौ सेना में चार लोगों का समूह	N
sea power	नौसेना	N
sea shell	सीप; शंख	N
seaside	समुद्र_का_किनारा	N
sea urchin	जलसाही	N
sea wall	समुद्र तटबन्ध	N
sea water	समुद्र-जल	N
sea board	समुद्र तट	N
sea borne	समुद्री	N
sea farer	मल्लाह	N
sea faring	समुद्री यात्रा	Adj
sea food	समुद्री भोजन	N
sea going	समुद्रगामी	Adj
seagull	सामुद्रिक चिड़िया	N
seal	सील मछली; मोहर; मुद्रा; वह वस्तु जिसके द्वारा मुहर लगाई जाती है; जोड़ने के लिए प्रयुक्त होने वाला पदार्थ; सुरक्षा के लिए प्रयुक्त होने वाला पदार्थ	N
sealing	सील का शिकारी	N
seal	बन्द करना; मोहर लगाना; रोक लगाना	V
sealant	एकप्रकारकासील	N
sealing wax	मोहरी लाख	N
seam	सीवन जोड़; परत	N
seamed	सीवनदार	Adj
seamless	सीवनरहित	Adj
seaman	नाविक	N
seamanship	नाविक कला	N
seamstress	दरजिन	N
seamy	बीभत्स	Adj
seance	आध्यात्मिक विषय की सभा	N
seaplane	समुद्री विमान	N
seaport	बन्दरगाह	N
sear	झुलसाना	V
search	तलाशकरना	V
search	तलाश; खोज	N
searcher	खोजनेवाला	N
searching	भेदक	Adj
search party	अन्वेषक दल	N
search warrant	तलाशी अधिपत्र	N
search light	खोज बत्ती	N
sea scape	समुद्री दृश्य	N
sea shore	समुद्र तट	N
seasick	जहाजी मतली	Adj
sea side	समुद्र तट	N
season	ऋतु; मौसम; मौका	N
season ticket	मौसमी टिकट	N
season	स्वादिष्ट बनाना; सीअना	V
seasoned	अनुभवी	Adv
seasoning	मसाला; नमक-मिर्च	N
seasonable	समयोचित	Adj
seasonal	ऋतुनिष्ट	Adj
seat	आसन; स्थान; पद; आधार; अधीष्ठान	N
seat belt	सीट पेटी	N
seat	बैठाना; बैठ जाना; के लिए जगह होना	V
seating	बैठने का स्थान	N
seaward	समुद्र की ओर	Adv
seaward	समुद्राभिमुख	Adj
sea way	समुद्र मार्ग	N
sea weed	समुद्री शैवाल	N
seaworthy	यात्रायोग्य	Adj
sebaceous	वसामय	Adj
sec	सेकण्ड़	N
sec	सेक्रेटरी	N
secateurs	कैंचा	N
secede	अलग होना	V
secession	संबन्धविच्छेद	N
secessionist	पृथकतावादी	Adj
seclude	समाज से दूर रखना	V
secluded	एकांत	Adj
seclusion	एकांतता	N
second	दूसरा	Pron/Det
second to none	सर्वोत्तम	IDM
secondly	दूसरे	Adv
second ballot	दोबारामतदान{गड़बड़ीकेकारण}	N
second best	दूसरे दर्जे पर; मध्यम; पराजित	Adj
second class	द्वितीय श्रेणी	N
second cousin	चचेरेकाचचेरा	N
second guess	भविष्य का अनुमान करना	V
second hand	पुराना; दूसरे से प्राप्त किया गया	Adj
second home	अवकाश की विश्रांति घार	N
second language	दूसरी भाषा	N
second lieutenant	सेना का पदाध्यक्ष	N
second name	उपनाम	N
second nature	निश्चित आदत	N
second person	मध्यम पुरुष	N
second rate	मामूली	Adj
second sight	दिव्य दृष्टि	N
second string	?	Adj
second wind	?	N
second	द्वितीय श्रेणी	N
second in command	?	N
second	दूसरा; द्वितीय	Adj
second hand	सेकण्डकीसुई	N
second	समर्थन कररना; सहारा देना; स्थानान्तरित करना	V
seconder	अनुमोदक; समर्थक	N
secondary	अमुख्य; दूसरे क्रम का; माध्यमिक	Adj
secondarily	गौणतः	Adj
secrecy	गुप्तता	N
secret	गुप्त; छिपकर	Adj
secret	रहस्य; मर्म	N
secret agent	गुप्तचर	N
secret ballot	बन्द मतपेटी	N
secret police	पुलिस{जासूसी करने वाली}	N
secret service	खुफ़िया विभाग	N
secretariat	सचिवालय	N
secretary	मुंशी; मंत्रि	N
secretarial	साचिविक; लिपिकीय	Adj
secretary gereral	महासचिव	N
secretary of state	मंत्रि	N
secrete	स्रावित करना; छिपाना	V
secretion	स्राव	N
secretive	गोपनीय	Adj
secretively	छिपकर	Adv
sect	संप्रदाय	N
sectarian	सांप्रदायिक	Adj
sectarianism	सांप्रदायिकता	N
section	भाग; वर्ग; काट; विभाग	N
sectional	वर्गीय	Adj
sectionalism	वर्गवाद	N
sector	अंचल; वृत्तखण्ड; क्षेत्र	N
