ja	en	pos	common
生き神	いきがみ	n	0	living god
生き神様	いきがみさま	n	0	living god; saintly person
生まれ故郷	うまれこきょう	n	0	one's birthplace
生臭坊主	なまぐさぼうず	n	0	degenerate monk; corrupt priest
生臭物	なまぐさもの	n	0	meat and fish (forbidden to monks)
生計費	せいけいひ	n	0	living expenses
生計費指数	せいけいひしすう	n	0	cost of living index
生き残り	いきのこり	n	1	survival; survivor; relic
生酒	きざけ	n	0	pure sake; pure rice wine; undiluted sake; unadulterated sake
生き埋め	いきうめ	n	1	burying alive
生娘	きむすめ	n	0	virgin; innocent young woman
生徒会	せいとかい	n	0	student council
生害	しょうがい	n, vs	0	commit suicide
生紙	きがみ	n	0	unsized paper
生き恥	いきはじ	n	0	dishonor during one's life; shame experienced during one's life
生き馬	いきうま	n	0	live horse; living horse
生動	せいどう	n, vs, vi	0	vitality
生菓子	なまがし	n	0	fresh Japanese sweets (usu. containing red bean paste); fresh Western sweets (usu. containing cream or fruit, e.g. sponge cake, pie)
生乾き	なまかわき	adj-no, n	0	half-dried
生理休暇	せいりきゅうか	n	0	menstrual leave
生理的食塩水	せいりてきしょくえんすい	n	0	physiological saline; normal saline; saline solution
生産力	せいさんりょく	n	0	productivity
生産者価格	せいさんしゃかかく	n	0	producer price
生産物	せいさんぶつ	n	0	product; produce
生産財	せいさんざい	n	0	producer goods; producer's goods
生産組合	せいさんくみあい	n	0	producer's association
生産費	せいさんひ	n	0	production costs
生産過剰	せいさんかじょう	n	0	overproduction
生産管理	せいさんかんり	n	0	production control
生酔い	なまよい	n	0	tipsy
生揚げ	なまあげ	n	0	deep-fried bean curd; undercooked
生殖細胞	せいしょくさいぼう	n	0	germ cell; generative cell; reproductive cell
生飲み込み	なまのみこみ	n	0	superficial
生傷	なまきず	n	0	fresh wound; fresh bruise
生新しい	なまあたらしい	adj-i	0	very fresh
なまり節	なまりぶし	n	0	boiled and half-dried bonito
生き腐れ	いきぐされ	n	0	(fish) appearing fresh but actually gone bad
生聞き	なまぎき	n	0	being inattentive
生そば	きそば	n	0	100% buckwheat soba; soba made from buckwheat flour only, without the addition of wheat flour
生蕃	せいばん	n	0	unconquered savage; uncivilized aboriginal; aboriginal Taiwanese tribes outside Qing China's jurisdiction
生麩	なまふ	n	0	nama-fu; wheat gluten mixed with rice flour and steamed in large blocks
生き餌	いきえ	n	0	live bait
生き霊	いきりょう	n	0	vengeful spirit (spawned from a living person's hate); doppelgänger; co-walker; wraith
生壁	なまかべ	n	0	undried wall
生還者	せいかんしゃ	n	0	survivor
生け簀	いけす	n	0	fish pen; holding pond; fish tank; live well; live-box
生鮮料品	せいせんりょうひん	n	0	perishable foods
生贄	いけにえ	n	0	(living) sacrifice; victim; scapegoat
生醤油	きじょうゆ	n	0	pure soy sauce
姓名判断	せいめいはんだん	n	0	fortunetelling based on writing or pronunciation of one's name
性犯罪	せいはんざい	n	0	sex crime
性行為感染症	せいこういかんせんしょう	n	0	sexually transmitted disease; sexually transmitted infection; STD; STI
性状	せいじょう	n	0	properties and condition (of a thing); nature and behaviour (of a person)
性染色体	せいせんしょくたい	n	0	sex chromosome
性根	しょうこん	n	0	perseverance; determination; tenacity; energy
性情	せいじょう	n	0	nature; disposition
性善説	せいぜんせつ	n	0	belief that human nature is fundamentally good
性腺	せいせん	n, adj-no	0	gonad; sexual gland
性感	せいかん	n, adj-no	0	sexual feelings
性懲り	しょうこり	n	0	repenting; improving one's nature
敬白	けいはく	n	0	yours sincerely; sincerely yours; yours truly
敬老会	けいろうかい	n	0	meeting to show respect for the aged
敬神	けいしん	n, adj-no	0	piety; reverence
敬虔	けいけん	adj-na, n	0	pious; devout
警世	けいせい	n, vs	0	warning (to society)
警世家	けいせいか	n	0	social critic
警戒色	けいかいしょく	n	0	warning color; warning colour
警戒線	けいかいせん	n	0	warning line; police cordon
警戒警報	けいかいけいほう	n	0	preliminary alert (flood, typhoon, air-raid, etc.); precautionary warning
警防	けいぼう	n	0	guard
警防団	けいぼうだん	n	0	civil defense unit (Japan, 1939-1947); voluntary guards
警官隊	けいかんたい	n	0	(squad of) police; police force
警砲	けいほう	n	0	warning gun; alarm gun
警視総監	けいしそうかん	n	0	Superintendent General of the Metropolitan Police
警報器	けいほうき	n	1	alarm (fire, burglar, railroad-crossing, etc.); sensor
警察手帳	けいさつてちょう	n	0	police identification card
警察犬	けいさつけん	n	0	police dog; K9
警察学校	けいさつがっこう	n	0	police academy
警察国家	けいさつこっか	n	0	police state
警察権	けいさつけん	n	0	police powers
警醒	けいせい	n, vs, vt	0	warning
警蹕	けいひつ	n	0	heralding
警ら	けいら	n, vs, vt	0	patrol
驚倒	きょうとう	n, vs, vi	0	being very surprised; being utterly astonished; being shocked
驚異的	きょういてき	adj-na	0	wonderful; astounding; marvellous
企業内組合	きぎょうないくみあい	n	0	enterprise union; company union; in-house union
企業年金	きぎょうねんきん	n	0	company pension
企業合併	きぎょうがっぺい	n	0	merger
企業別組合	きぎょうべつくみあい	n	0	enterprise union; company union; in-house union
企業秘密	きぎょうひみつ	n	0	company secret; industrial secret; trade secret
企業間信用	きぎょうかんしんよう	n	0	inter-business credit
径行	けいこう	n	0	going right ahead
径庭	けいてい	n	0	great difference
脛巾	はばき	n	0	leggings; gaiters
脛齧り	すねかじり	n	0	sponger (e.g. off one's parents); hanger-on; freeloader; leech; shin gnawer
経口避妊薬	けいこうひにんやく	n	0	oral contraceptives; the pill
経水	けいすい	n	0	menstrual period
経木	きょうぎ	n	0	paper-thin sheet of wood
経世家	けいせいか	n	0	statesman
経穴	けいけつ	n	0	acupuncture point
経伝	けいでん	n	0	sacred texts
経学	けいがく	n	0	Confucianism
経国	けいこく	n	0	government; administration
経師	きょうじ	n	0	scroll mounter; picture framer
経師屋	きょうじや	n	0	scroll mounter; picture framer
経書	けいしょ	n	0	classic Confucian writings
経済人	けいざいじん	n	0	Homo economicus; economic human; financial expert; businessperson
経済大国	けいざいたいこく	n	0	economic superpower; economic powerhouse
経済水域	けいざいすいいき	n	0	economic waters or zone
経済白書	けいざいはくしょ	n	0	economic white paper
経済外交	けいざいがいこう	n	0	economic diplomacy
経済体制	けいざいたいせい	n	0	economic system
経済社会理事会	けいざいしゃかいりじかい	n	0	UN Economic and Social Council
経済法	けいざいほう	n	0	economic law
経済政策	けいざいせいさく	n	0	economic policy
経済家	けいざいか	n	0	frugal person
経済観念	けいざいかんねん	n	0	sense of economy
経済闘争	けいざいとうそう	n	0	economic struggles
経済欄	けいざいらん	n	0	(newspaper's) financial columns
経帷子	きょうかたびら	n	0	white kimono in which dead person is dressed
経堂	きょうどう	n	0	sutra library
経産婦	けいさんぷ	n	0	woman who has given birth
経営工学	けいえいこうがく	n	0	industrial engineering
経営多角化	けいえいたかくか	n, vs	0	diversification
経営合理化	けいえいごうりか	n, vs	0	streamlining of operations
経営参加	けいえいさんか	n	0	labor participation in management (labour)
経営費	けいえいひ	n	0	operating costs
経営管理	けいえいかんり	n	0	business management
経営権	けいえいけん	n	0	right of management
経営難	けいえいなん	n	0	financial difficulties (for an organization or business)
経綸	けいりん	n, vs	0	governing; administration; state policy
経験主義	けいけんしゅぎ	n	0	empiricism; judging things from personal experience
経験的	けいけんてき	adj-na	0	experiential; empirical; experimental
経験科学	けいけんかがく	n	0	empirical science
経験談	けいけんだん	n	0	story of one's experiences
経験論	けいけんろん	n	0	empiricism
軽口噺	かるくちばなし	n	0	humorous story with a punch line
軽水	けいすい	n	0	light water
軽め	かるめ	adj-no, n	0	on the light side (weight); (relative) lightness
軽合金	けいごうきん	n	0	light alloy
軽舟	けいしゅう	n	0	light boat; skiff
軽妙洒脱	けいみょうしゃだつ	adj-na, n	0	witty; smart and polished
軽佻	けいちょう	adj-na, n	0	flippant; frivolous; thoughtless; careless
軽信	けいしん	n, vs, vt	0	gullibility
軽便鉄道	けいべんてつどう	n	0	narrow-gauge railway; light railway
軽浮	けいふ	n	0	fickle; frivolous
軽挙	けいきょ	n, vs, vi	0	hasty act; rash act
軽捷	けいしょう	adj-na, n	0	nimble
軽業師	かるわざし	n	0	acrobat
軽罪	けいざい	n	0	minor offense; minor offence; misdemeanor; misdemeanour
軽演劇	けいえんげき	n	0	light comedy
軽薄短小	けいはくたんしょう	adj-na, n	0	small, light and thin (of consumer products, esp. electronics)
軽鴨	かるがも	n	0	spot-billed duck (Anas poecilorhyncha)
軽爆撃機	けいばくげきき	n	0	light bomber
軽躁	けいそう	adj-na, n	0	thoughtless; flighty
軛	くびき	n	0	yoke; constraints; oppression
頚骨	けいこつ	n	0	neckbones
頚椎	けいつい	n	0	cervical vertebrae
然迄	さまで	adv	0	so much
然る者	さるもの	exp, n	0	formidable person; shrewd person; someone not to be taken lightly; person of no common order; certain person (e.g. whose name cannot be disclosed); someone; that sort of person; that kind of person
然う斯う	そうこう	adv, vs	0	this and that; one thing or another
然然	しかじか	adv, n, adj-no	0	such and such
撚糸	ねんし	n	0	twisted thread or yarn; twining of thread or yarn
燃え残り	もえのこり	n	0	embers
燃えさし	もえさし	n, adj-no	0	ember; brand; stub (of used candle, match etc.)
燃料棒	ねんりょうぼう	n	0	(nuclear reactor's) fuel rod
燃えカス	もえかす	n	0	cinders; ashes
燃え種	もえくさ	n	0	kindling
難文	なんぶん	n	0	difficult sentence
難民条約	なんみんじょうやく	n	0	Convention Relating to the Status of Refugees
難句	なんく	n	0	difficult phrase
難曲	なんきょく	n	0	difficult piece (of music)
難件	なんけん	n	0	difficult matter or case
難行苦行	なんぎょうくぎょう	n, vs	0	penance; hardship
難行道	なんぎょうどう	n	0	the hard way; striving for enlightenment through one's own efforts (as opposed to reliance on Amitabha)
難役	なんやく	n	0	difficult role
難事	なんじ	n	0	difficulty
難度	なんど	n	0	degree of difficulty
難症	なんしょう	n	0	incurable illness
難訓	なんくん	n	0	difficult reading of a kanji
難視聴	なんしちょう	n	0	(television or radio signal's) poor reception
難球	なんきゅう	n	0	ball which is hard to hit or catch
難問題	なんもんだい	n	0	difficult problem or question
難路	なんろ	n	0	rough or steep path
難語	なんご	n	0	difficult word
難燃加工	なんねんかこう	n	0	fireproof
難敵	なんてき	n	0	formidable enemy
奈落の底	ならくのそこ	exp, n	0	depths of Hell; abyss; inescapable situation
熱処理	ねつしょり	n, vs, vt	0	heat treatment
熱気	ねつけ	n	0	feverishness
熱伝導	ねつでんどう	n	0	heat conduction
熱汚染	ねつおせん	n	0	thermal pollution
熱波	ねっぱ	n	0	heat wave
熱性	ねっせい	n, adj-no	0	excitable disposition
熱発	ねっぱつ	n, vs	0	fever
熱風	ねっぷう	n	0	hot wind
熱風炉	ねっぷうろ	n	0	hot-blast stove
熱型	ねっけい	n	0	fever type; fever pattern; pattern in the change in temperature of a fever
熱度	ねつど	n	0	degree of heat; temperature; enthusiasm
熱砂	ねっさ	n	0	hot sand
熱射病	ねっしゃびょう	n	0	heatstroke
熱涙	ねつるい	n	0	hot tears
熱帯低気圧	ねったいていきあつ	n	0	tropical cyclone
熱帯夜	ねったいや	n	0	tropical night; night in which temperature doesn't fall below 25 degrees C
熱帯林	ねったいりん	n	0	tropical forest
熱帯病	ねったいびょう	n	0	tropical disease
熱容量	ねつようりょう	n	0	heat capacity
熱核反応	ねつかくはんのう	n	0	thermonuclear reaction
熱球	ねっきゅう	n	0	smoking pitch
熱量計	ねつりょうけい	n	0	calorimeter
熱傷	ねっしょう	n	0	burn
熱源	ねつげん	n	0	heat source
熱感	ねつかん	n	0	feverish feeling; warm sensation (due to an illness)
熱誠	ねっせい	adj-na, n	0	earnestness
熱雷	ねつらい	n	0	heat thunderstorm
熱電対	ねつでんつい	n	0	thermocouple
熱演	ねつえん	n, vs, vt	0	enthusiastic performance
熱器具	ねつきぐ	n	0	heater
熱賛	ねっさん	n	0	ardent praise
熱闘	ねっとう	n	0	fierce fighting
熱願	ねつがん	n, vs, vt	0	ardent desire
織り子	おりこ	n	0	weaver
織女	しょくじょ	n	0	female weaver; Vega (star in the constellation Lyra); Alpha Lyrae
織り元	おりもと	n	0	textile manufacturer
織り色	おりいろ	n	0	color of woven fabric; colour of woven fabric
織り地	おりじ	n, adj-no	0	texture; fabric
織物商	おりものしょう	n	0	draper
織り模様	おりもよう	n	0	woven pattern or design
職人気質	しょくにんかたぎ	n	0	spirit of a true craftsman; artisan spirit; pride in one's craft
職印	しょくいん	n	0	official seal
職名	しょくめい	n	0	(name of) one's occupation; title of one's position; (job) title; official title
職安	しょくあん	n	0	Public Employment Security Office
職長	しょくちょう	n	0	foreman
職制	しょくせい	n	0	office organization; office organisation; management; managerial post
職員会議	しょくいんかいぎ	n	0	staff meeting
職員録	しょくいんろく	n	0	list of personnel
職能代表制	しょくのうだいひょうせい	n	0	vocational representation system
職階	しょっかい	n	0	job ranking
職階制	しょっかいせい	n	0	job ranking system
職務給	しょくむきゅう	n	0	wages based on job evaluation
職務質問	しょくむしつもん	n, vs, vi	0	police questioning (of a suspicious person); police checkup
